1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	35	21	21	21	21	21	21	21	21	21	21	37	0	0	0	0	0	0	0	0	0	0	35	21	21	21	21	21	21	21	21	21	21	21	21	21	21	37	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	5	29	29	29	29	29	29	29	29	29	29	9	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
29	29	29	29	29	29	29	29	29	29	29	29	39	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	0	0	0	0	0	0	0	17	1	25	0	0	0	17	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	29	29	29	29	29	29	29	29	29	29	39	0	0	0	0	0	0	0	0	0	0	17	1	3	21	21	21	21	21	21	21	21	21	21	2	1	25	0	0	0	17	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	17	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	29	29	29	29	29	29	29	29	29	29	29	29	29	29	39	0	0	0	17	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
21	21	21	21	21	21	21	21	21	21	21	21	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	21	21	37	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	3	21	21	21	21	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	25	0	0	0	17	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	25	0	0	0	17	1	1	1	1	1
